Name,Label,Owner,Ownership,Proof,Shanai,Kodomo,Type,Add1,Add2,Y,X,url,TEL,FAX,Full,AgeS,AgeE,Open,Close,H24,Memo,Extra,Temp,Holiday,Night,Vacancy,VacancyDate,Remarks,Parking,Bus,Uniform,Smock,Lunch,Cost,Competition,Openingdate,Playground,Playroom,Pool,Sakidori_auth,Hoikuroom_auth
こざくら第二幼稚園,こざくら第二幼稚園,学校法人こざくら学園,私立,,,,幼稚園,千葉市美浜区真砂4の17の2,,35.641462,140.058063,http://www.kozakura.ed.jp/,278-2578,,300,,,,,,,,,,,,,,,,,,,,,,,,,,
こざくら幼稚園,こざくら幼稚園,学校法人こざくら学園,私立,,,,幼稚園,千葉市緑区平山町65の1,,35.583162,140.180201,http://kozakura-kg.jp/,263-0435,,310,,,,,,,,,,,,,,,,,,,,,,,,,,
こてはし台幼稚園,こてはし台幼稚園,学校法人広田学園,私立,,,,幼稚園,千葉市花見川区横戸町857,,35.692862,140.121855,http://www.kotedai.ed.jp/,257-2111,,310,,,,,,,,,,,,,,,,,,,,,,,,,,
こまどり幼稚園,こまどり幼稚園,学校法人義英学園,私立,,,,幼稚園,千葉市中央区宮崎町234番地1,,35.584561,140.138873,http://www.kids-club.jp/komadori/index.html,261-3083,,300,,,,,,,,,,,,,,,,,,,,,,,,,,
さざれ幼稚園,さざれ幼稚園,（個人）大野晴永,私立,,,,幼稚園,千葉市花見川区幕張町5の241,,35.655342,140.062117,http://www.sazale.ed.jp/,273-8813,,300,,,,,,,,,,,,,,,,,,,,,,,,,,
さつきが丘幼稚園,さつきが丘幼稚園,学校法人もっこく学園,私立,,,,幼稚園,千葉市花見川区さつきが丘1の33の1,,35.665278,140.097994,http://www.satsukigaoka.ac.jp/,250-6383,,240,,,,,,,,,,,,,,,,,,,,,,,,,,
スガハラ幼稚園,スガハラ幼稚園,学校法人荻原学園,私立,,,,幼稚園,千葉市花見川区武石町2の1017,,35.661111,140.064566,http://sugahara-makuhari.ed.jp/,273-3328,,160,,,,,,,,,,,,,,,,,,,,,,,,,,
なかよし幼稚園,なかよし幼稚園,学校法人千葉石井学園,私立,,,,幼稚園,千葉市美浜区高浜4の9の1,,35.624289,140.068123,http://www.nakayosi.ac.jp/,277-4155,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
のぞみ幼稚園,のぞみ幼稚園,学校法人信愛学園,私立,,,,幼稚園,千葉市若葉区千城台西1の31の1,,35.625544,140.182096,http://www.nozomi-kg.jp/,237-1394,,150,,,,,,,,,,,,,,,,,,,,,,,,,,
はまの幼稚園,はまの幼稚園,学校法人畠山学園,私立,,,,幼稚園,千葉市中央区浜野町1252の4,,35.558268,140.129516,http://www.hamano.ac.jp/kindergarten/index.html,261-0725,,300,,,,,,,,,,,,,,,,,,,,,,,,,,
ひばり幼稚園,ひばり幼稚園,学校法人国際学園,私立,,,,幼稚園,千葉市美浜区真砂5の24の1,,35.645982,140.062654,http://www.kidslink.jp/hibari/,278-0912,,270,,,,,,,,,,,,,,,,,,,,,,,,,,
ひまわり幼稚園,ひまわり幼稚園,学校法人塩田学園,私立,,,,幼稚園,千葉市中央区松ヶ丘町611,,35.586099,140.151926,http://himawari-youchien.com/,261-2719,,180,,,,,,,,,,,,,,,,,,,,,,,,,,
へいわ幼稚園,へいわ幼稚園,学校法人信愛学園,私立,,,,幼稚園,千葉市若葉区千城台東1の6の2,,35.620134,140.192068,http://www.heiwa.ed.jp/,237-0551,,270,,,,,,,,,,,,,,,,,,,,,,,,,,
ほまれ幼稚園,ほまれ幼稚園,学校法人西郡学園,私立,,,,幼稚園,千葉市緑区誉田町1の1007,,35.561431,140.201423,http://homare-kindergarten.org/,291-1365,,170,,,,,,,,,,,,,,,,,,,,,,,,,,
まこと第三幼稚園,まこと第三幼稚園,学校法人山口学園,私立,,,,幼稚園,千葉市花見川区こてはし台6の21の1,,35.695623,140.116678,http://www.kidslink.jp/makoto-3/,257-6017,,200,,,,,,,,,,,,,,,,,,,,,,,,,,
まこと第二幼稚園,まこと第二幼稚園,学校法人山口学園,私立,,,,幼稚園,千葉市花見川区花見川6の18,,35.689335,140.100087,http://www.kidslink.jp/makoto-2/,259-2602,,190,,,,,,,,,,,,,,,,,,,,,,,,,,
まこと東幼稚園,まこと東幼稚園,学校法人誠和学園,私立,,,,幼稚園,千葉市若葉区みつわ台2の22の3,,35.636451,140.130499,http://www.kidslink.jp/makoto_higashi/,255-9696,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
みつわ台幼稚園,みつわ台幼稚園,学校法人宍倉学園,私立,,,,幼稚園,千葉市若葉区みつわ台4の23の5,,35.64407,140.134611,http://mitsuwadai.jp/,251-3331,,300,,,,,,,,,,,,,,,,,,,,,,,,,,
みのり幼稚園,みのり幼稚園,学校法人幸正学園,私立,,,,幼稚園,千葉市若葉区都賀5の20の26,,35.637508,140.154911,http://www.minoriyouchien.jp/,231-0652,,320,,,,,,,,,,,,,,,,,,,,,,,,,,
めぐみ幼稚園,めぐみ幼稚園,学校法人杉森学園,私立,,,,幼稚園,千葉市美浜区高浜3の2の1,,35.620367,140.066177,http://www.megumiyouchien.com/,278-3502,,200,,,,,,,,,,,,,,,,,,,,,,,,,,
やまびこ幼稚園,やまびこ幼稚園,学校法人鎌田学園,私立,,,,幼稚園,千葉市若葉区高根町898の2,,35.596768,140.21518,http://yamabiko-chiba.ed.jp/,228-3320,,240,,,,,,,,,,,,,,,,,,,,,,,,,,
愛隣幼稚園,愛隣幼稚園,学校法人愛隣学園,私立,,,,幼稚園,千葉市稲毛区轟町5の2の12,,35.630727,140.110667,http://www.airinyoutien.com/,251-6395,,160,,,,,,,,,,,,,,,,,,,,,,,,,,
葵幼稚園,葵幼稚園,学校法人大塚学園,私立,,,,幼稚園,千葉市中央区仁戸名町205,,35.592039,140.162174,http://aoi-kindergarten.ed.jp/,261-7095,,200,,,,,,,,,,,,,,,,,,,,,,,,,,
磯辺白百合幼稚園,磯辺白百合幼稚園,学校法人清峯学園,私立,,,,幼稚園,千葉市美浜区磯辺4の14の1,,35.631805,140.059283,http://www.isobe-shirayuri.ed.jp/,277-2525,,300,,,,,,,,,,,,,,,,,,,,,,,,,,
稲毛すみれ幼稚園,稲毛すみれ幼稚園,学校法人西沢学園,私立,,,,幼稚園,千葉市稲毛区稲毛東1の14の13,,35.634042,140.088704,http://www.inage-sumire.ed.jp/,242-6116,,300,,,,,,,,,,,,,,,,,,,,,,,,,,
稲毛幼稚園,稲毛幼稚園,学校法人小林学園,私立,,,,幼稚園,千葉市稲毛区稲毛町5の100の1,,35.641784,140.080812,http://www.inage.ed.jp/,243-4115,,210,,,,,,,,,,,,,,,,,,,,,,,,,,
院内幼稚園,院内幼稚園,学校法人院内学園,私立,,,,幼稚園,千葉市中央区祐光1の9の5,,35.617546,140.128032,http://in-nai.sakura.ne.jp/,222-7775,,190,,,,,,,,,,,,,,,,,,,,,,,,,,
園生幼稚園,園生幼稚園,学校法人笠川学園,私立,,,,幼稚園,千葉市稲毛区園生町956の6,,35.641638,140.104504,http://www.sonnou.ac.jp/,251-5002,,270,,,,,,,,,,,,,,,,,,,,,,,,,,
加曽利幼稚園,加曽利幼稚園,学校法人桐葉学園,私立,,,,幼稚園,千葉市若葉区加曽利町953の3,,35.614204,140.156209,http://www.kasoriyouchien.com/,231-3065,,400,,,,,,,,,,,,,,,,,,,,,,,,,,
花園幼稚園,花園幼稚園,学校法人木嶋学園,私立,,,,幼稚園,千葉市花見川区花園1の3の9,,35.6519,140.075511,http://www.hanazono-kg.ac.jp/,271-7837,,200,,,,,,,,,,,,,,,,,,,,,,,,,,
花見川ちぐさ幼稚園,花見川ちぐさ幼稚園,学校法人井元学園,私立,,,,幼稚園,千葉市花見川区花見川8の19,,35.684888,140.095612,http://dai2chigusa.jp/,250-6660,,190,,,,,,,,,,,,,,,,,,,,,,,,,,
花見川幼稚園,花見川幼稚園,学校法人さくら学園,私立,,,,幼稚園,千葉市花見川区花見川4の14の101,,35.692007,140.096307,http://www.chibashi-youchien.gr.jp/guide/photo/hanami/hanamigawa/index.htm,259-2637,,170,,,,,,,,,,,,,,,,,,,,,,,,,,
花水木幼稚園,花水木幼稚園,学校法人市原学園,私立,,,,幼稚園,千葉市緑区おゆみ野中央6の13の1,,35.552816,140.176235,http://hanamizukiyouchien.com/,291-0880,,270,,,,,,,,,,,,,,,,,,,,,,,,,,
鏡戸幼稚園,鏡戸幼稚園,学校法人鏡戸学園,私立,,,,幼稚園,千葉市緑区大木戸町428の1,,35.528723,140.248295,http://www.ans.co.jp/k/kagamido/,294-5611,,340,,,,,,,,,,,,,,,,,,,,,,,,,,
暁幼稚園,暁幼稚園,学校法人慶泉学園,私立,,,,幼稚園,千葉市花見川区西小中台2の1,,35.652303,140.086701,http://akatsuki-chiba.boo.jp/,271-1950,,400,,,,,,,,,,,,,,,,,,,,,,,,,,
九重幼稚園,九重幼稚園,学校法人九重学園,私立,,,,幼稚園,千葉市中央区稲荷町3丁目12番6号,,35.587036,140.126785,http://www.kokonoe.ac.jp/,261-1418,,300,,,,,,,,,,,,,,,,,,,,,,,,,,
穴川花園幼稚園,穴川花園幼稚園,学校法人千葉花園学園,私立,,,,幼稚園,千葉市稲毛区穴川町375,,35.638271,140.1086,http://www.anagawa-hanazono.com/,251-3514,,270,,,,,,,,,,,,,,,,,,,,,,,,,,
高洲幼稚園,高洲幼稚園,学校法人松ヶ丘学園,私立,,,,幼稚園,千葉市美浜区高洲3の3の12,,35.626243,140.073577,http://www.takasu.ed.jp/,278-1910,,200,,,,,,,,,,,,,,,,,,,,,,,,,,
高浜幼稚園,高浜幼稚園,学校法人能勢学園,私立,,,,幼稚園,千葉市美浜区高浜1の8の2,,35.61998,140.073126,http://takahama.ed.jp/,246-7090,,310,,,,,,,,,,,,,,,,,,,,,,,,,,
山王幼稚園,山王幼稚園,学校法人山王学園,私立,,,,幼稚園,千葉市稲毛区山王町153の2,,35.664877,?140.1405,http://www.sannoukids.com/,423-3331,,270,,,,,,,,,,,,,,,,,,,,,,,,,,
山百合幼稚園,山百合幼稚園,学校法人山百合学園,私立,,,,幼稚園,千葉市中央区都町1177の1,,35.609927,140.149073,http://www.wings-since1992.co.jp/yamayuri/index.html,231-3600,,170,,,,,,,,,,,,,,,,,,,,,,,,,,
子鹿幼稚園,子鹿幼稚園,学校法人ポーロニア学園,私立,,,,幼稚園,千葉市美浜区幸町1の5の1,,35.612434,140.102651,http://www.kojika-kind.com/,242-8741,,270,,,,,,,,,,,,,,,,,,,,,,,,,,
若松台幼稚園,若松台幼稚園,学校法人千葉学研,私立,,,,幼稚園,千葉市若葉区若松町401,,35.645326,140.169758,http://www.wakamatsudai-youchien.com/,232-5177,,370,,,,,,,,,,,,,,,,,,,,,,,,,,
小ばと幼稚園,小ばと幼稚園,学校法人聖メリー学園,私立,,,,幼稚園,千葉市稲毛区天台1の7の17,,35.632928,140.113585,http://www.kobato.ac.jp/,251-6471,,170,,,,,,,,,,,,,,,,,,,,,,,,,,
小中台幼稚園,小中台幼稚園,学校法人誠真学園,私立,,,,幼稚園,千葉市稲毛区小仲台8の20の1,,35.645192,140.0892,http://www.ans.co.jp/k/konakadai/,255-3627,,400,,,,,,,,,,,,,,,,,,,,,,,,,,
松ヶ丘幼稚園,松ヶ丘幼稚園,学校法人松ヶ丘学園,私立,,,,幼稚園,千葉市中央区仁戸名町552,,35.587966,140.155351,http://matsugaoka.ed.jp/,265-1815,,210,,,,,,,,,,,,,,,,,,,,,,,,,,
城徳学園いそべ幼稚園,城徳学園いそべ幼稚園,学校法人城徳学園,私立,,,,幼稚園,千葉市美浜区磯辺7の16の1,,35.636192,140.053087,http://www.it-service.co.jp/a/shinkemigawa_kg/,277-3113,,270,,,,,,,,,,,,,,,,,,,,,,,,,,
植草学園大学附属美浜幼稚園,植草学園大学附属美浜幼稚園,学校法人植草学園,私立,,,,幼稚園,千葉市美浜区高洲1の17の8,,35.631151,140.077246,http://pre-school.uekusa.ac.jp/,277-2361,,270,,,,,,,,,,,,,,,,,,,,,,,,,,
信徳寺あさひ幼稚園,信徳寺あさひ幼稚園,学校法人信徳学園,私立,,,,幼稚園,千葉市花見川区長作町610の1,,35.681241,140.071448,http://asahikg.com/,259-5558,,150,,,,,,,,,,,,,,,,,,,,,,,,,,
新検見川幼稚園,新検見川幼稚園,学校法人城徳学園,私立,,,,幼稚園,千葉市花見川区朝日ヶ丘5の28の61,,35.661557,140.084196,http://www.it-service.co.jp/a/shinkemigawa_kg/,271-5000,,270,,,,,,,,,,,,,,,,,,,,,,,,,,
真砂第一幼稚園,真砂第一幼稚園,学校法人川上学園,私立,,,,幼稚園,千葉県千葉市美浜区真砂2丁目17-82,,35.640597,140.0683,http://masago1.sakura.ne.jp/,278-0011,,270,,,,,,,,,,,,,,,,,,,,,,,,,,
真砂白百合幼稚園,真砂白百合幼稚園,学校法人清峯学園,私立,,,,幼稚園,千葉市美浜区真砂3の14の2,,35.63669,140.064645,http://www.masago-shirayuri.ed.jp/,278-0023,,270,,,,,,,,,,,,,,,,,,,,,,,,,,
真砂幼稚園,真砂幼稚園,学校法人石原学園,私立,,,,幼稚園,千葉市美浜区真砂1の9,,35.633619,140.070283,http://www.masago.ed.jp/,278-3310,,300,,,,,,,,,,,,,,,,,,,,,,,,,,
仁戸名幼稚園,仁戸名幼稚園,学校法人香林学園,私立,,,,幼稚園,千葉市中央区仁戸名町616,,35.585481,140.15575,http://www.nitona.ac.jp/,261-5618,,200,,,,,,,,,,,,,,,,,,,,,,,,,,
翠幼稚園,翠幼稚園,学校法人尾形学園,私立,,,,幼稚園,千葉市中央区春日2の12の10,,35.621137,140.102038,http://www.ne.jp/asahi/midori/youchien/,241-2913,,150,,,,,,,,,,,,,,,,,,,,,,,,,,
聖マリア幼稚園,聖マリア幼稚園,宗教法人カトリック東京大司教区,私立,,,,幼稚園,千葉市中央区汐見丘町11の11,,35.617861,140.10526,http://www.m-caritas.jp/youchien/11/welcome.html,243-0981,,120,,,,,,,,,,,,,,,,,,,,,,,,,,
聖母マリア幼稚園,聖母マリア幼稚園,学校法人レストナック学園,私立,,,,幼稚園,千葉市緑区辺田町552,,35.563049,140.183857,http://www.seibomaria.jp/,291-1352,,260,,,,,,,,,,,,,,,,,,,,,,,,,,
青い鳥第二幼稚園,青い鳥第二幼稚園,学校法人芦童学園,私立,,,,幼稚園,千葉市花見川区さつきが丘2の13,,35.666314,140.092324,http://aoitori2.jp/,259-3788,,200,,,,,,,,,,,,,,,,,,,,,,,,,,
青い鳥幼稚園,青い鳥幼稚園,学校法人芦童学園,私立,,,,幼稚園,千葉市花見川区検見川町1の48,,35.651108,140.065851,http://oyadori.com/,271-3175,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
千城台南幼稚園,千城台南幼稚園,学校法人城南学園,私立,,,,幼稚園,千葉市若葉区千城台南2の8の4,,35.618796,140.186572,http://minami-2370552.sakura.ne.jp/,237-0552,,285,,,,,,,,,,,,,,,,,,,,,,,,,,
千城東幼稚園,千城東幼稚園,学校法人泉学園,私立,,,,幼稚園,千葉市若葉区千城台東3の14の13,,35.616568,140.194388,http://www.chibashi-youchien.gr.jp/guide/photo/wakaba/tishiroh/,237-9356,,200,,,,,,,,,,,,,,,,,,,,,,,,,,
千葉さざなみ幼稚園,千葉さざなみ幼稚園,学校法人羽田学園,私立,,,,幼稚園,千葉市美浜区高洲1の1の20,,35.628412,140.082832,http://www.sazanami.ed.jp/,243-3373,,200,,,,,,,,,,,,,,,,,,,,,,,,,,
千葉しらゆり幼稚園,千葉しらゆり幼稚園,学校法人石渡学園,私立,,,,幼稚園,千葉市花見川区作新台8の7の3,,35.685049,140.086267,http://chibashirayuri.com/,259-4214,,370,,,,,,,,,,,,,,,,,,,,,,,,,,
千葉敬愛短期大学附属幼稚園,千葉敬愛短期大学附属幼稚園,学校法人千葉敬愛学園,私立,,,,幼稚園,千葉市美浜区高洲2の2の16,,35.625477,140.080438,http://kg.chibakeiai.ac.jp/,242-8746,,270,,,,,,,,,,,,,,,,,,,,,,,,,,
千葉聖心幼稚園,千葉聖心幼稚園,学校法人森島学園,私立,,,,幼稚園,千葉市若葉区みつわ台3の6,,35.640559,140.136792,http://seishin-m.ed.jp/,255-3606,,270,,,,,,,,,,,,,,,,,,,,,,,,,,
千葉大学教育学部附属幼稚園,千葉大学教育学部附属幼稚園,国立,公立,,,,幼稚園,千葉市稲毛区弥生町1-33,,35.630033,140.099579,http://www.chiba-u-kg.jp/,290-2702,,140,,,,,,,,,,,,,,,,,,,,,,,,,,
千葉白菊幼稚園,千葉白菊幼稚園,学校法人千葉白菊学園,私立,,,,幼稚園,千葉市美浜区幸町2の12の8,,35.620689,140.091221,http://shiragiku.ac.jp/,241-6600,,200,,,,,,,,,,,,,,,,,,,,,,,,,,
千葉文化幼稚園,千葉文化幼稚園,学校法人文化学園,私立,,,,幼稚園,千葉市若葉区桜木4の16の38,,35.624603,140.157539,http://www.bunkagakuen.jp/chiba-index.html,231-0304,,200,,,,,,,,,,,,,,,,,,,,,,,,,,
千葉明徳短期大学附属幼稚園,千葉明徳短期大学附属幼稚園,学校法人千葉明徳学園,私立,,,,幼稚園,千葉市中央区南生実町1412,,35.560637,140.154581,http://chibameitoku.ac.jp/youchien/,265-1614,,310,,,,,,,,,,,,,,,,,,,,,,,,,,
泉幼稚園,泉幼稚園,学校法人栄伸学園,私立,,,,幼稚園,千葉市若葉区小倉台3の11の1,,35.628023,140.174331,http://izumi.eishingakuen.ed.jp/,231-0802,,190,,,,,,,,,,,,,,,,,,,,,,,,,,
双葉幼稚園,双葉幼稚園,宗教法人日本聖公会横浜教区,私立,,,,幼稚園,千葉市中央区新田町5の8,,35.608691,140.114464,http://www.chiba-futaba.com/,242-4933,,120,,,,,,,,,,,,,,,,,,,,,,,,,,
大巌寺幼稚園,大巌寺幼稚園,学校法人大巌寺学園,私立,,,,幼稚園,千葉市中央区大巌寺町186,,35.574917,140.146778,http://www.daiganji.jp.net/kinder/,261-5997,,200,,,,,,,,,,,,,,,,,,,,,,,,,,
大宮幼稚園,大宮幼稚園,学校法人御園学園,私立,,,,幼稚園,千葉市若葉区大宮台6の10の3,,35.595374,140.18176,http://www.omiyayochien.jp/,261-3918,,170,,,,,,,,,,,,,,,,,,,,,,,,,,
登戸幼稚園,登戸幼稚園,学校法人大森学園,私立,,,,幼稚園,千葉市中央区新千葉3の14の18,,35.615133,140.107391,http://www.s27nobu-kd.ed.jp/,241-3512,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
都賀の台幼稚園,都賀の台幼稚園,学校法人朋徳学園,私立,,,,幼稚園,千葉市若葉区都賀の台4の26の15,,35.64343,140.147555,http://www.tsuganodai.ed.jp/,256-1981,,200,,,,,,,,,,,,,,,,,,,,,,,,,,
都幼稚園,都幼稚園,学校法人浜田学園,私立,,,,幼稚園,千葉市中央区都町1の46の22,,35.616356,140.142912,http://www.kidslink.jp/miyako/,231-7047,,200,,,,,,,,,,,,,,,,,,,,,,,,,,
土岐幼稚園,土岐幼稚園,学校法人土岐学園,私立,,,,幼稚園,千葉市稲毛区緑町1の5の17,,35.624314,140.098692,http://www.tokigakuen.ac.jp/yochien/,242-2561,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
土気中央幼稚園,土気中央幼稚園,学校法人小川学園,私立,,,,幼稚園,千葉市緑区土気町1630の7,,35.531389,140.271999,http://www.chuo-kg.ac.jp/toke/index_toke.html,226-5156,,370,,,,,,,,,,,,,,,,,,,,,,,,,,
梅乃園幼稚園,梅乃園幼稚園,学校法人梅園学園,私立,,,,幼稚園,千葉市中央区矢作町939の6,,35.601892,140.141879,http://umezono.net/,222-2003,,200,,,,,,,,,,,,,,,,,,,,,,,,,,
芳野学園附属幼稚園,芳野学園附属幼稚園,学校法人芳野学園,私立,,,,幼稚園,千葉市美浜区幕張西3の2の9,,35.663649,140.038964,http://www.yoshinogakuen.ac.jp/kids/index.html,272-8500,,200,,,,,,,,,,,,,,,,,,,,,,,,,,
幕張インターナショナルスクール幼稚園,幕張インターナショナルスクール幼稚園,学校法人幕張インターナショナルスクール,私立,,,,幼稚園,千葉市美浜区若葉3の2の9,,35.647844,140.050311,http://www.mis.ed.jp/jpn/index.html,296-0277,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
弥生幼稚園,弥生幼稚園,学校法人神美学園,私立,,,,幼稚園,千葉市稲毛区穴川1の4の6,,35.632205,140.103795,http://www.yayoi5.com/goannai.html,253-5311,,200,,,,,,,,,,,,,,,,,,,,,,,,,,
由田学園千葉幼稚園,由田学園千葉幼稚園,学校法人由田学園,私立,,,,幼稚園,千葉市花見川区花見川1の29,,35.687656,140.089758,http://www.chibayouchien.jp/top.html,259-7095,,170,,,,,,,,,,,,,,,,,,,,,,,,,,
羔幼稚園,羔幼稚園,学校法人羔学園,私立,,,,幼稚園,千葉市中央区東本町5の1,,35.610453,140.129089,http://www.kohitsuji-gakuen.ed.jp/,227-6368,,180,,,,,,,,,,,,,,,,,,,,,,,,,,
